SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,1,1,INE835A01029,1
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1
VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10
VBL,Varun Beverages Limited,EQ,08-NOV-2016,2,1,INE200M01039,2
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,INE098201036,1
VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,2,1,INE484C01030,2
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,1,1,INE781S01027,1
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10
VENUSREM,Venus Remedies Limited,BE,20-DEC-2006,10,1,INE411B01019,10
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,INE0IQ001011,10
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,10,1,INE188Y01031,10
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,1,1,INE386A01023,1
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10
VGL,VARVEE GLOBAL LIMITED,EQ,21-NOV-2006,10,1,INE273D01019,10
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,10,1,INE048C01025,10
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1
VIDYAWIRES,Vidya Wires Limited,EQ,10-DEC-2025,1,1,INE14UN01029,1
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1
VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,1,1,INE159N01027,1
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10,1,INE078V01014,10
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,1,1,INE01R501028,1
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024,10,1,INE498Q01014,10
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10,1,INE505Y01010,10
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,1,1,INE01KI01027,1
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,INE250B01029,1
VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2,1,INE450G01024,2
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2
VIPULLTD,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1
VIRINCHI,Virinchi Limited,BE,03-MAY-2023,10,1,INE539B01017,10
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,2,1,INE392A01021,2
VISASTEEL,Visa Steel Limited,BE,17-MAR-2006,10,1,INE286H01012,10
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,2,1,INE270I01022,2
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1
VIVIMEDLAB,Vivimed Labs Limited,BE,17-AUG-2005,2,1,INE526G01021,2
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10,1,INE03HW01020,10
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10,1,INE01EA01019,10
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10,1,INE0SJA01013,10
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10
VOLTAS,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10
VSTIND,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10,1,INE0QTF01015,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,10,1,INE377N01017,10
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,10,1,INE866K01023,10
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2,1,INE299N01021,2
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2
WAKEFIT,Wakefit Innovations Limited,EQ,15-DEC-2025,1,1,INE0E7301029,1
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-SEP-1996,2,1,INE711A01022,2
WANBURY,Wanbury Limited,EQ,29-JAN-2007,10,1,INE107F01022,10
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5,1,INE0CJF01024,5
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,1,1,INE855C01023,1
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,1,1,INE02WG01024,1
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10
WELSPUNLIV,Welspun Living Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2,1,INE274F01020,2
WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10,1,INE082W01014,10
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10,1,INE085001019,10
WHEELS,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,INE210A01017,10
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
WINSOME,Winsome Yarns Limited,BZ,25-AUG-2011,10,1,INE784B01035,10
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,10,1,INE215F01023,10
WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,5,1,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10
WSI,W S Industries (I) Limited,EQ,01-AUG-2007,10,1,INE100D01014,10
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10,1,INE01P501012,10
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
XTGLOBAL,Xtglobal Infotech Limited,EQ,16-SEP-2024,1,1,INE547B01028,1
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1,1,INE565L01011,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007,1,1,INE966H01019,1
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,10,1,INE058B01018,10
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,10,1,INE318D01020,10
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10,1,INE761Y01019,10
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000,1,1,INE010B01027,1
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,2,1,INE768C01028,2
